།_  དེ  བཞིན 	ཐུན་མོང 	མ་ཡིན་པ 	ལ 	བསྟོད་པ 	།_ 	དེ 	བཞིན 	གཤེགས་པ 	ཐམས་ཅད་ལ 	ཕྱག 	འཚལ་ལོ 	bstod tshogs ka_.txt	ཐུན་མོང  མ་ཡིན་པ  ལ  བསྟོད་པ  །_  དེ  བཞིན  གཤེགས་པ  ཐམས་ཅད་ལ  ཕྱག  འཚལ་ལོ 
།_།  དེ  ཚེ་གང་ལས 	ཡོད་ཡིན 	མེད 	མིན 	ཡོད་མེད་མིན 	།_། 	དེ 	ཚེ་གང་ལས 	གཞན་ཞིག 	འབྱུང 	_།_། 	མ 	bstod tshogs ka_.txt	ཡོད་ཡིན  མེད  མིན  ཡོད་མེད་མིན  །_།  དེ  ཚེ་གང་ལས  གཞན་ཞིག  འབྱུང  _།_།  མ 
 དེ  ཕྱིར་གང་ལས 	སྐྱེས་པ་ལ 	རང་བཞིན་མེད 	།_། 			དེ 	ཕྱིར་གང་ལས 	ཀུན་དུ 	འབྱུང 	_།_། 	རང་བཞིན 	bstod tshogs ka_.txt	སྐྱེས་པ་ལ  རང་བཞིན་མེད  །_།    དེ  ཕྱིར་གང་ལས  ཀུན་དུ  འབྱུང  _།_།  རང་བཞིན 
།_།  དེ  དག 	གཞན 	ཉིད 	ཡོད་ན 	རང་ཉིད་ཡོད 	།_། 	དེ 	དག 	ལྟོས་པ 	ཅན་དུ་གྲུབ 	།_། 	ཕ 	bstod tshogs ka_.txt	གཞན  ཉིད  ཡོད་ན  རང་ཉིད་ཡོད  །_།  དེ  དག  ལྟོས་པ  ཅན་དུ་གྲུབ  །_།  ཕ 
།_།  དེ  ཚེ་གང་ལ 	ལ 	-འང 	མི 	ལྟོས་པ 	།_། 	དེ 	ཚེ་གང་ལ 	གང་ཞིག 	འབྱུང 	།_། 	གང 	bstod tshogs ka_.txt	ལ  -འང  མི  ལྟོས་པ  །_།  དེ  ཚེ་གང་ལ  གང་ཞིག  འབྱུང  །_།  གང 
 དེ  ཚེ་ཐུང 	ཚེ་རིང་ལ 	མི 	ལྟོས་པ 	།_། 		དེ 	ཚེ་ཐུང 	སོགས 	ག་ལ་མཆིས 	།_། 	ཇི 	bstod tshogs ka_.txt	ཚེ་རིང་ལ  མི  ལྟོས་པ  །_།   དེ  ཚེ་ཐུང  སོགས  ག་ལ་མཆིས  །_།  ཇི 
རྣམས་ཀྱང  དེ ་བཞིན་ཏེ 	འོངས་ལ 	སོགས་པ 	།_། 	ཉོན་མོངས 	རྣམས་ཀྱང 	དེ	་བཞིན་ཏེ 	།_། 	ཡང 	དག 	ལོག་པ 	bstod tshogs ka_.txt	འོངས་ལ  སོགས་པ  །_།  ཉོན་མོངས  རྣམས་ཀྱང  དེ ་བཞིན་ཏེ  །_།  ཡང  དག  ལོག་པ 
།_།  དེ  ཚེ 	དངོས་གང 	རང 	ལས་མ 	མཆིས་ན 	།_། 	དེ 	ཚེ 	ཐམས་ཅད་ཅི་ཞིག་མཆིས 	།_། 	གཞན་ཞེས 	བརྗོད་པ་གང 	bstod tshogs ka_.txt	དངོས་གང  རང  ལས་མ  མཆིས་ན  །_།  དེ  ཚེ  ཐམས་ཅད་ཅི་ཞིག་མཆིས  །_།  གཞན་ཞེས  བརྗོད་པ་གང 
།_།  དེ  ཚེ 	གང 	ཚེ 	གཞན་གྱི 	དངོས་མེད་པ 	།_། 	དེ 	ཚེ 	དངོས 	རྣམས 	རང་བཞིན་མེད 	།_། 	bstod tshogs ka_.txt	གང  ཚེ  གཞན་གྱི  དངོས་མེད་པ  །_།  དེ  ཚེ  དངོས  རྣམས  རང་བཞིན་མེད  །_། 
 དེ  ཚེ 						དེ 	ཚེ 	གཞན 	དངོས 	དངོས་འཛིན་པ 	།_། 	bstod tshogs ka_.txt	     དེ  ཚེ  གཞན  དངོས  དངོས་འཛིན་པ  །_། 
།_།  དེ  སླད 	དག་པ 	-ར་ནི 	མ 	སྐྱེས་ལགས 	།_། 	དེ 	སླད 	ཆོས 	རྣམས 	ཁྱོད་ཀྱིས་གསུངས 	།_། 	bstod tshogs ka_.txt	དག་པ  -ར་ནི  མ  སྐྱེས་ལགས  །_།  དེ  སླད  ཆོས  རྣམས  ཁྱོད་ཀྱིས་གསུངས  །_། 
 དེ  །_། 						དེ 	།_། 	གལ་ཏེ 	ཡང་དག 	མཆིས 	གྱུར་ན 	bstod tshogs ka_.txt	     དེ  །_།  གལ་ཏེ  ཡང་དག  མཆིས  གྱུར་ན 
།_།  དེ ས་ན 	ཡང 	དག 	ཇི་བཞིན 	ཐུགས་ཆུད་ནས 	།_། 	དེ	ས་ན 	འཇིག་རྟེན 	མི 	ཤེས་པས 	།_། 	bstod tshogs ka_.txt	ཡང  དག  ཇི་བཞིན  ཐུགས་ཆུད་ནས  །_།  དེ ས་ན  འཇིག་རྟེན  མི  ཤེས་པས  །_། 
།_།  དེ ས་ན 	མེད 	ཅེས་པ་ནི 	ཆད་པ 	-ར་ལྟ 	།_། 	དེ	ས་ན 	མཐའ་གཉིས 	བྲལ་བ་ཡི 	།_། 	ཆོས་དེ 	bstod tshogs ka_.txt	མེད  ཅེས་པ་ནི  ཆད་པ  -ར་ལྟ  །_།  དེ ས་ན  མཐའ་གཉིས  བྲལ་བ་ཡི  །_།  ཆོས་དེ 
 དེ ས་ན 	ཁྱོད་ཀྱིས 	བསྟན་པ་མཛད 	།_། 			དེ	ས་ན 	ཆོས 	རྣམས 	མུ་བཞི་དང 	_།_། 	bstod tshogs ka_.txt	ཁྱོད་ཀྱིས  བསྟན་པ་མཛད  །_།    དེ ས་ན  ཆོས  རྣམས  མུ་བཞི་དང  _།_། 
 དེ  དངོས 						དེ 	དངོས 	སུ 	།_། 	མ 	བྱུང 	bstod tshogs ka_.txt	     དེ  དངོས  སུ  །_།  མ  བྱུང 
 དེ ་བཞིན 						དེ	་བཞིན 	ཁྱོད་ཀྱིས་གཟིགས 	།_། 	ཇི 	ལྟར 	bstod tshogs ka_.txt	     དེ ་བཞིན  ཁྱོད་ཀྱིས་གཟིགས  །_།  ཇི  ལྟར 
མཐོང་བ  དེ ་བཞིན་དུ 	-ས 	རྨི་ལམ་ན 	།_། 	འབྱུང་བ 	མཐོང་བ 	དེ	་བཞིན་དུ 	།_། 	དངོས་པོ 	ཐམས་ཅད 	འབྱུང་བ་བཞིན 	bstod tshogs ka_.txt	-ས  རྨི་ལམ་ན  །_།  འབྱུང་བ  མཐོང་བ  དེ ་བཞིན་དུ  །_།  དངོས་པོ  ཐམས་ཅད  འབྱུང་བ་བཞིན 
 དེ ་བཞིན 	།_། 	འཇིག་པ 	-འང 			དེ	་བཞིན 	བཞེད་པ་ལགས 	།_། 	དེ 	བཞིན 	bstod tshogs ka_.txt	།_།  འཇིག་པ  -འང    དེ ་བཞིན  བཞེད་པ་ལགས  །_།  དེ  བཞིན 
།_།  དེ  བཞིན 	རྨི་ལམ 	འདྲ་བ 	-ར 	ཁྱོད་ཀྱིས་གསུངས 	།_། 	དེ 	བཞིན 	སྐྱེས་དང 	མ 	སྐྱེས་དང 	_།_། 	bstod tshogs ka_.txt	རྨི་ལམ  འདྲ་བ  -ར  ཁྱོད་ཀྱིས་གསུངས  །_།  དེ  བཞིན  སྐྱེས་དང  མ  སྐྱེས་དང  _།_། 
 དེ ་བཞིན 	འོངས་པ་དང་ནི 	སོང་བ་ཡང 	_།_། 			དེ	་བཞིན 	བཅིངས 	གྲོལ 	ཡེ་ཤེས་ལ 	།_། 	bstod tshogs ka_.txt	འོངས་པ་དང་ནི  སོང་བ་ཡང  _།_།    དེ ་བཞིན  བཅིངས  གྲོལ  ཡེ་ཤེས་ལ  །_། 
།_།  དེ ་ལ 	གང་ལས 	སྐྱེས་པ 	ཡོད 	མ་ལགས 	།_། 	དེ	་ལ 	མྱ་ངན 	འདས་གང་ཡོད 	།_། 	སྒྱུ 	bstod tshogs ka_.txt	གང་ལས  སྐྱེས་པ  ཡོད  མ་ལགས  །_།  དེ ་ལ  མྱ་ངན  འདས་གང་ཡོད  །_།  སྒྱུ 
།_།  དེ  བཞིན 	མ 	-འི 	གླང་པོ 	ཇི་བཞིན་བཞེད 	།_། 	དེ 	བཞིན 	ཐམས་ཅད 	སྐྱེས་པའམ 	།_། 	ཡང 	bstod tshogs ka_.txt	མ  -འི  གླང་པོ  ཇི་བཞིན་བཞེད  །_།  དེ  བཞིན  ཐམས་ཅད  སྐྱེས་པའམ  །_།  ཡང 
_།_།  དེ ་དག་གིས་ཀྱང་གང 	-ར 	མྱ་ངན 	འདས 	མཛད་ཀྱང 	_།_། 	དེ	་དག་གིས་ཀྱང་གང 	མ་བཀྲོལ 	།_། 	ཐུབ་ཆེན་གང 	ཕྱིར 	bstod tshogs ka_.txt	-ར  མྱ་ངན  འདས  མཛད་ཀྱང  _།_།  དེ ་དག་གིས་ཀྱང་གང  མ་བཀྲོལ  །_།  ཐུབ་ཆེན་གང  ཕྱིར 
 དེ ་ཡི་ཕྱིར 						དེ	་ཡི་ཕྱིར 	།_། 	གང་ཡང་གང་གིས 	མ 	བཀྲོལ་ཞེས 	bstod tshogs ka_.txt	     དེ ་ཡི་ཕྱིར  །_།  གང་ཡང་གང་གིས  མ  བཀྲོལ་ཞེས 
།_།  དེ  སྐད 					།_། 	དེ 	སྐད 	ཁྱོད་ཀྱིས 	གསལ་བ 	-ར་གསུངས 	།_། 	bstod tshogs ka_.txt	    །_།  དེ  སྐད  ཁྱོད་ཀྱིས  གསལ་བ  -ར་གསུངས  །_། 
སྟོང་པ  དེ ་བཞིན་དུ 	སྒྱུ་མ 	མཁན་གྱིས་བྱས 	།_། 	དངོས་པོ 	སྟོང་པ 	དེ	་བཞིན་དུ 	།_། 	བྱས་པ 	ཐམས་ཅད 	དངོས 	bstod tshogs ka_.txt	སྒྱུ་མ  མཁན་གྱིས་བྱས  །_།  དངོས་པོ  སྟོང་པ  དེ ་བཞིན་དུ  །_།  བྱས་པ  ཐམས་ཅད  དངོས 
 དེ ་བཞིན 	སྟོང་གཞན 	།_། 	ཁྱོད 	གསུང 		དེ	་བཞིན 	བྱེད་པ་པོ 	།_། 	བྱེད་པ་པོ་ཡང 	གཞན་གྱིས་བགྱིས 	bstod tshogs ka_.txt	སྟོང་གཞན  །_།  ཁྱོད  གསུང   དེ ་བཞིན  བྱེད་པ་པོ  །_།  བྱེད་པ་པོ་ཡང  གཞན་གྱིས་བགྱིས 
 དེ ་ཡི 						དེ	་ཡི 	བྱ་བ་བྱེད 	།_། 	བྱེད་པ་པོ 	-ར་ནི 	bstod tshogs ka_.txt	     དེ ་ཡི  བྱ་བ་བྱེད  །_།  བྱེད་པ་པོ  -ར་ནི 
 དེ ་གསུངས 						དེ	་གསུངས 	།_། 	བརྗོད་པ་ལས་ནི 	གཞན 	གྱུར་པ 	bstod tshogs ka_.txt	     དེ ་གསུངས  །_།  བརྗོད་པ་ལས་ནི  གཞན  གྱུར་པ 
།_།  དེ  ཕྱིར 	པར 	བགྱི་བ 	ཡོད 	མ་མཆིས 	།_། 	དེ 	ཕྱིར 	ཆོས 	རྣམས 	ཐམས་ཅད་ནི 	།_། 	bstod tshogs ka_.txt	པར  བགྱི་བ  ཡོད  མ་མཆིས  །_།  དེ  ཕྱིར  ཆོས  རྣམས  ཐམས་ཅད་ནི  །_། 
།_།  དེ ་ནི 	ཆད་པ 	མེད་ཅིང 	རྟག 	མེད་པ 	།_། 	དེ	་ནི 	ནམ་མཁའ 	འདྲ་བ་ལགས 	།_། 	ཡི་གེ 	bstod tshogs ka_.txt	ཆད་པ  མེད་ཅིང  རྟག  མེད་པ  །_།  དེ ་ནི  ནམ་མཁའ  འདྲ་བ་ལགས  །_།  ཡི་གེ 
 དེ ་ནི 	ཡེ་ཤེས 	སྤྱོད་ཡུལ་མིན 	།_། 			དེ	་ནི 	རྟེན་ཅིང 	འབྲེལ 	པར 	འབྱུང 	bstod tshogs ka_.txt	ཡེ་ཤེས  སྤྱོད་ཡུལ་མིན  །_།    དེ ་ནི  རྟེན་ཅིང  འབྲེལ  པར  འབྱུང 
།_།  དེ ་ནི 					།_། 	དེ	་ནི 	སྟོང་པ 	-ར 	ཁྱོད 	བཞེད་ལགས 	bstod tshogs ka_.txt	    །_།  དེ ་ནི  སྟོང་པ  -ར  ཁྱོད  བཞེད་ལགས 
 དེ ་ལྟ་བུ 	།_། 	དམ་པ 	-འི 	ཆོས་ཀྱང 		དེ	་ལྟ་བུ 	།_། 	དེ 	བཞིན 	གཤེགས་པ 	bstod tshogs ka_.txt	།_།  དམ་པ  -འི  ཆོས་ཀྱང   དེ ་ལྟ་བུ  །_།  དེ  བཞིན  གཤེགས་པ 
 དེ ་ཉིད 	-འང་དེ་དང་མཚུངས 	།_། 	དེ་ནི 			དེ	་ཉིད 	དོན་དང་ནི 	།_། 	དེ 	བཞིན 	bstod tshogs ka_.txt	-འང་དེ་དང་མཚུངས  །_།  དེ་ནི    དེ ་ཉིད  དོན་དང་ནི  །_།  དེ  བཞིན 
 དེ ་ནི 	ཉིད་དང 	རྫས་སུ་བཞེད 	།_། 			དེ	་ནི 	ཡང་དག 	མི 	སླུ་བ 	།_། 	bstod tshogs ka_.txt	ཉིད་དང  རྫས་སུ་བཞེད  །_།    དེ ་ནི  ཡང་དག  མི  སླུ་བ  །_། 
 དེ  རྫོགས་པ 						དེ 	རྫོགས་པ 	-ས་ན 	སངས་རྒྱས་བརྗོད 	།_། 	སངས 	bstod tshogs ka_.txt	     དེ  རྫོགས་པ  -ས་ན  སངས་རྒྱས་བརྗོད  །_།  སངས 
 དེ ས་ན 	རྒྱས 	རྣམས་དང 	ཆོས་དབྱིངས་དང 	_།_། 		དེ	ས་ན 	དོན་དུ 	ཐ 	མི་དད 	།_། 	bstod tshogs ka_.txt	རྒྱས  རྣམས་དང  ཆོས་དབྱིངས་དང  _།_།   དེ ས་ན  དོན་དུ  ཐ  མི་དད  །_། 
_།_།  དེ ས་ན 	བདག 	ཉིད་དང་ནི 	གཞན 	རྣམས་དང 	_།_། 	དེ	ས་ན 	མཉམ་པ 	-ར 	ཁྱོད 	བཞེད་ལགས 	bstod tshogs ka_.txt	བདག  ཉིད་དང་ནི  གཞན  རྣམས་དང  _།_།  དེ ས་ན  མཉམ་པ  -ར  ཁྱོད  བཞེད་ལགས 
།_།  དེ  མེད་པ 	དངོས་པོ 	རྣམས་ལས 	སྟོང 	གཞན་མིན 	།_། 	དེ 	མེད་པ 	-ར་ཡང 	དངོས་པོ་མེད 	།_། 	དེ 	bstod tshogs ka_.txt	དངོས་པོ  རྣམས་ལས  སྟོང  གཞན་མིན  །_།  དེ  མེད་པ  -ར་ཡང  དངོས་པོ་མེད  །_།  དེ 
།_།  དེ  སླད 	འགྲོ་བ 	དངོས་པོ 	-ས 	སྟོང་པ་ལགས 	།_། 	དེ 	སླད 	སྨིག 	རྒྱུ 	འདྲ་བ 	-ར་བཞེད 	bstod tshogs ka_.txt	འགྲོ་བ  དངོས་པོ  -ས  སྟོང་པ་ལགས  །_།  དེ  སླད  སྨིག  རྒྱུ  འདྲ་བ  -ར་བཞེད 
།_།  དེ  བཞིན 	མེད 	རྟག་པ 	ཡོད 	མ་ཡིན 	།_། 	དེ 	བཞིན 	འགྲོ་བ 	ཐམས་ཅད་ཀྱང 	_།_། 	ཆད 	bstod tshogs ka_.txt	མེད  རྟག་པ  ཡོད  མ་ཡིན  །_།  དེ  བཞིན  འགྲོ་བ  ཐམས་ཅད་ཀྱང  _།_།  ཆད 
།_།  དེ ་ལ 	གང 	ལ་རྫས་ཤིག 	སྐྱེ 	འགྱུར་བ 	།_། 	དེ	་ལ 	ཆད 	སོགས 	འཇིག་པ 	འབྱུང 	bstod tshogs ka_.txt	གང  ལ་རྫས་ཤིག  སྐྱེ  འགྱུར་བ  །_།  དེ ་ལ  ཆད  སོགས  འཇིག་པ  འབྱུང 
།_།  དེ ་ལ 					།_། 	དེ	་ལ 	འཇིག་རྟེན 	མཐའ 	ཡོད་དང 	_།_། 	bstod tshogs ka_.txt	    །_།  དེ ་ལ  འཇིག་རྟེན  མཐའ  ཡོད་དང  _།_། 
 དེ  ཤེས་བཞིན 						དེ 	ཤེས་བཞིན 	།_། 	གང 	ཚེ་གཉིས 	ཀ 	bstod tshogs ka_.txt	     དེ  ཤེས་བཞིན  །_།  གང  ཚེ་གཉིས  ཀ 
།_།  དེ  ལྟར 	སྐྱེས་པར 	།_། 	རྟོགས་པ་དེ 	ཚེ་ཅི་ཞིག་ཡོད 	།_། 	དེ 	ལྟར 	སྒྱུ་མ་ལ 	སོགས་དཔེ 	།_། 	སྨན་པ 	bstod tshogs ka_.txt	སྐྱེས་པར  །_།  རྟོགས་པ་དེ  ཚེ་ཅི་ཞིག་ཡོད  །_།  དེ  ལྟར  སྒྱུ་མ་ལ  སོགས་དཔེ  །_།  སྨན་པ 
།_།  དེ ་ནི 	ངོ་བོ 	མེད་པ 	ཉིད 	བསྟན་པ 	།_། 	དེ	་ནི 	ཡང་དག 	དམ་པ་ལགས 	།_། 	དངོས་པོ 	bstod tshogs ka_.txt	ངོ་བོ  མེད་པ  ཉིད  བསྟན་པ  །_།  དེ ་ནི  ཡང་དག  དམ་པ་ལགས  །_།  དངོས་པོ 
།_།  དེ ས་ན 	རྣམས་ཀྱིས 	།_། 	གསོ་བ་དེ་ནི 	བླ་ན་མེད 	།_། 	དེ	ས་ན 	ཆོས་ཀྱི 	མཆོད་སྦྱིན་པ 	།_། 	མཆོད 	bstod tshogs ka_.txt	རྣམས་ཀྱིས  །_།  གསོ་བ་དེ་ནི  བླ་ན་མེད  །_།  དེ ས་ན  ཆོས་ཀྱི  མཆོད་སྦྱིན་པ  །_།  མཆོད 
 དེ ་ནི 						དེ	་ནི 	ཁྱོད་ཀྱིས་གསུངས 	།_། 	སྟོང་པ 	ཉིད་དང 	bstod tshogs ka_.txt	     དེ ་ནི  ཁྱོད་ཀྱིས་གསུངས  །_།  སྟོང་པ  ཉིད་དང 
།_།  དེ ་ནི 	ཅན 	སྲོག་ལ 	སོགས 	བསྟན་པ 	།_། 	དེ	་ནི 	བཀྲི་དོན 	ཀུན་རྫོབ་ཏུ 	།_། 	མགོན་པོ 	bstod tshogs ka_.txt	ཅན  སྲོག་ལ  སོགས  བསྟན་པ  །_།  དེ ་ནི  བཀྲི་དོན  ཀུན་རྫོབ་ཏུ  །_།  མགོན་པོ 
།_།  དེ  ལྟར 	མགོན 	ཁྱོད 	ཡོན་ཏན 	ཕ་རོལ་ཕྱིན 	།_། 	དེ 	ལྟར 	དཔེ་མེད 	བསམ 	མི་ཁྱབ 	།_། 	bstod tshogs ka_.txt	མགོན  ཁྱོད  ཡོན་ཏན  ཕ་རོལ་ཕྱིན  །_།  དེ  ལྟར  དཔེ་མེད  བསམ  མི་ཁྱབ  །_། 
 དེ ས 						དེ	ས 	།_། 	འགྲོ་བ 	ཁྱོད་དང 	མཚུངས་པ 	bstod tshogs ka_.txt	     དེ ས  །_།  འགྲོ་བ  ཁྱོད་དང  མཚུངས་པ 
།_།  དེ  བཞིན 	།_། 	བླ 	མེད་ལམ་ལས 	གཤེགས་པ་ཡི 	།_། 	དེ 	བཞིན 	གཤེགས་པ 	བསྟོད 	འདས་ཀྱང 	།_། 	bstod tshogs ka_.txt	།_།  བླ  མེད་ལམ་ལས  གཤེགས་པ་ཡི  །_།  དེ  བཞིན  གཤེགས་པ  བསྟོད  འདས་ཀྱང  །_། 
